locus_tag	length	genes	EC	product [prokka]	KO	product [KEGG, based on BlastKOALA]	annotation [KEGG, official KEGG annotation of AL1]	Bas.1	Bas.2	Bas.3	Flint.2	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_00171	417	 	 	hypothetical protein			no KO assigned 	3.7102578367267	3.81231448482463	3.97993246323649	3.03003606693547	2.96368551689736	2.98910549385621	3.2869500662661	3.29532399574185	2.92524175923198	2.83006993585962	3.48764697870297	3.26022759082818	3.64592692208585	3.745587659893	3.53766277296387	3.68952938714733	4.2450319989133	4.18741007365002	4.17874455962567	3.71863662430359	3.65226143251108	3.60644061618665	3.76346102108023	3.46438440910552	3.6599912961408	3.194789335037	2.95183145698296	3.21922010014763
RHAL1_00172	810	ydhP	 	Inner membrane transport protein YdhP			K19577 MFS transporter, DHA1 family, inner membrane transport protein 	5.87233578188489	5.65446226072014	5.50906979127618	5.64060137183085	6.60552345057939	6.63887680408146	6.55218917358237	6.04436104656516	6.14807452141994	6.30910256640399	6.01011557786559	5.929375983762	6.58540358461995	6.35306095288212	6.43492675772629	6.38745540442604	6.04659534191064	5.87750432122801	5.96319392738274	6.39068926228179	6.29982702937069	5.99749351949819	6.44184057443956	6.32848149755253	6.21826107337635	5.637006660232	5.7424142756877	5.63470660351233
RHAL1_00173	1446	 	 	FAD-binding monooxygenase			no KO assigned 	8.15502988253887	8.53266214016704	8.7141951524254	8.26311170634979	8.77349436876403	8.73316494708294	8.7998708271673	9.4921752133041	9.86183179092949	9.53816491160107	9.17407005952186	9.13812762536474	8.88119853647464	7.62640060390267	7.79516995683236	7.80671313632374	8.90927421576958	8.89533324056519	8.79689884577799	9.17088333069071	9.12349066346182	9.20176541655627	7.84421583546563	7.47487154047104	7.73975117482517	7.75518662800637	7.93239640625761	7.98115581347046
RHAL1_00174	1269	dfp	4.1.1.36	fused 4'-phosphopantothenoylcysteine decarboxylase ; phosphopantothenoylcysteine synthetase,FMN-binding	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine li	K13038 phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.3	6.75834033380319	7.11050091610131	6.94228246817975	6.40301323239469	7.08253607921942	7.1966827732441	7.23699251525144	7.35994087342295	7.38248260742603	7.43664748182135	7.30404902995575	7.17424276121308	7.10479422068436	6.91895443918024	7.07912096290893	6.85983641953443	7.37248082859612	7.34050937495621	7.20005745705848	7.17803665346402	7.26549377635864	7.34302016604557	6.83701944609267	6.83933749787675	6.88148788437204	6.6002589380539	6.57112599088236	6.6593449162021
RHAL1_00175	456	dut	3.6.1.23	deoxyuridinetriphosphatase	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	K01520 dUTP pyrophosphatase [EC:3.6.1.23] 	4.26789010418122	4.71565097081001	4.71339158343396	3.94034836025072	4.55713306654433	4.57132059176759	4.62016188227248	5.3191525332049	5.29420864821889	4.9532341285642	4.90907129081103	4.96937432082011	4.86809771914424	4.3828793748696	4.71236637461041	4.50934008130942	5.07954360168767	4.68273063262936	4.74336159620269	5.10559866580582	5.10450478020498	4.99306187648418	4.65881957346645	4.59351261543067	4.55669212820219	4.18056436430389	4.12386394833029	4.05403924810028
RHAL1_00176	273	 	 	hypothetical protein			no KO assigned 	4.01450597722491	4.68894783153526	4.73939926204517	4.86187605513409	4.04700389882374	3.78665574084933	4.30128987617637	4.38247764522551	4.5639183672189	4.4680371625511	4.1992927155467	4.24080899817399	4.19341478598599	4.14501416486435	4.29029946732081	4.24290952636677	4.64009921361714	4.39569189327853	4.52519707065009	4.18624016516251	4.08445281171187	4.43200392440126	4.11661744028424	4.42771960123743	4.21703211104966	4.93024083934332	4.95501373329483	4.95416576248998
RHAL1_00177	885	sucD_1	6.2.1.5	succinyl-CoA synthetase alpha chain	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	K01902 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] 	10.0707975645237	10.7844938496017	10.8446226878769	9.12098592595226	9.80464080620823	9.7510544265407	9.58222459910635	10.7068292347767	10.686716776677	10.380408018671	10.0100498737719	10.0957722830317	9.76797468410388	8.37544787056561	8.41896519028173	8.5087622475569	10.2698987015319	10.3571920210612	10.4663308467565	10.4680287982791	10.6296850950194	10.4427409141269	8.81880000838138	8.59941558985278	8.9045855129334	8.59431700773481	8.55322746753579	8.54967985023714
RHAL1_00178	162	 	 	Protein of unassigned function			no KO assigned 	6.931764716759	7.88526815565009	7.93572586044606	8.30155586126639	7.2250364017181	7.23214092664686	7.24116800320571	7.18612902404364	7.36834319433713	7.32222082253873	7.17514135869797	7.29594708898583	6.82427789243664	5.84316502310411	5.94825411704877	5.75165767023123	6.97978510654369	7.13839184914823	7.09183356060486	7.22679919010544	7.29798780454241	7.19490621623487	6.32003277872116	6.44247930344327	6.64553726650203	6.13878519661812	6.46243101490673	6.35402200039365
RHAL1_00179	3018	sucA	1.2.4.2	2-oxoglutarate decarboxylase, thiamin-requiring	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	K00164 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2] 	10.0061242390155	10.6849167549759	10.7636667716851	10.3010318810161	10.1046499061267	10.2320123352074	10.1315295954014	10.3250173916265	10.4784778329726	10.3735324590758	10.3629521058525	10.3041490298539	10.2283571382148	10.2644101783618	10.0934862314961	10.1674544871331	9.99446911505751	10.0077516470409	9.93684861532352	10.478818172182	10.4709621059476	10.3083904230797	10.4522131698719	10.3660477548795	10.3251690465742	9.55461043152615	9.62876564807967	9.6196493068223
RHAL1_00180	1266	sucB	2.3.1.61	dihydrolipoyltranssuccinase	K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransfera	K00658 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61	8.10854458134369	8.67595145339111	8.82060243009235	8.31307573806331	8.33513016646729	8.49636353801063	8.33292934171974	8.73342643937748	8.95823393703552	8.80793384045776	8.95029292805338	8.85764058374191	8.74790209778494	8.83288192367218	8.5890692174831	8.70600223679241	8.08331682412502	8.13038413328248	8.1366117871348	9.13221876912932	9.06064934224266	8.76094258924265	9.19143863589552	9.07245100386975	9.02370686452395	7.82907432027253	7.94478372501223	7.87414811120371
RHAL1_00181	1398	lpd	1.8.1.4	Dihydrolipoyl dehydrogenase	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4] 	8.01805169194036	8.38763555820177	8.43812790864705	8.1734318144276	8.07066964786316	8.12584624813409	8.03884089893734	8.27563241307425	8.48155158103745	8.35036220788357	8.39723769137702	8.31173965856271	8.22502494302465	7.58973780995116	7.53764119781436	7.60231742293265	7.22647128315416	7.30738713220397	7.40839618745127	7.92495921616862	7.92356843296311	7.69254396239121	7.914378265797	7.77416948127837	7.77699414644958	6.94811448468363	7.07679315969584	7.10264996777749
RHAL1_00182	579	 	 	hypothetical protein			no KO assigned 	6.12924120421976	6.49671251161321	6.32793876001404	6.61789550556986	5.82019911370279	5.91103206731002	5.89898995063083	5.9793289586074	6.19582992048489	5.99962472837353	5.96372496266595	5.90677954795642	5.91441593015302	5.62361004240774	5.5669078234553	5.55220399508384	5.73385065552504	5.75055980675938	5.81823634873017	5.72432417989287	5.69138186435972	5.65371581328169	5.70905580312676	5.58132147866408	5.71319408008881	5.81669564874661	5.84168635710768	5.90400679669638
RHAL1_00183	2034	nadE	6.3.5.1	Glutamine-dependent NAD(+) synthetase	K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	K01950 NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1] 	7.65808810769907	7.79698338258206	7.60538271679833	8.01279257268271	7.7148520912303	7.64539633636138	7.76629905438081	8.04180373528723	8.1452864599709	8.14169311422264	7.65279091223657	7.59942936554637	7.80046473819001	7.29460502047136	7.39796634007789	7.49786526240039	7.74737940569428	7.7825979381313	7.82810338005793	7.59059142909115	7.60319229163429	7.5560333278848	7.37894546812042	7.32150419325222	7.20961159445708	7.07614174481062	7.04461018075265	7.04019624356731
RHAL1_00184	600	 	 	Ribosomal protein S18 acetylase RimI			no KO assigned 	9.26801586871612	9.76061117623465	9.68926416028874	10.5075845921529	9.95121246612628	9.68564198484611	9.83348783316269	10.5616306146994	11.0217149665273	10.8703035803641	10.2069300639417	10.2789494157203	10.6928529869181	9.75232234966595	9.56479290542159	10.1046107534323	9.97992078832373	9.90115704366409	9.84452302283919	10.7498126332303	10.5472020222953	9.98999918075156	9.75194354851527	9.45155589599089	9.54103181252094	7.74705357281453	7.80300022755113	7.4933843471699
RHAL1_00185	1965	 	 	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	K19304	murein DD-endopeptidase [EC:3.4.24.-]	no KO assigned 	8.05610899766288	7.78284778376479	8.13745839229038	9.22498196127601	8.5049947249107	8.46333251006608	8.42503014752982	8.56528398829718	8.79739343191409	8.78011373898295	8.75221290065071	8.71498508694444	8.71054453420328	9.03916883310394	8.8748348961121	9.07443861623781	8.167054148839	8.0080629986896	7.89928963463192	9.47241696875509	8.97268553731912	8.83986132980116	9.42799202333326	9.3973831031405	9.4606077644619	8.19180052913455	8.21862184961847	8.16941944142517
RHAL1_00186	666	 	 	hypothetical protein			no KO assigned 	5.94750599996765	6.67906902020395	7.15616455590745	6.42469803824972	5.86928924498428	5.54385551396354	5.71724653526716	6.46243811429641	6.67982279271199	6.78340511336405	6.41727372580033	6.55541740296281	6.17457508297968	5.80665443961813	5.85221067095467	5.98296855515457	6.72317939879582	6.68159657762258	6.51203183251993	6.62343014820069	6.46753762515544	6.7898263850345	5.96156850179658	6.09522494102822	6.26033387046344	6.44715640671816	6.23855628304278	6.32404511552743
RHAL1_00187	645	 	 	Asp/Glu/hydantoin racemase			no KO assigned 	6.18047825469155	6.76307425613655	6.79956344678405	6.83417479501758	6.84162516868683	6.74847729308601	6.88337363103732	7.11167358821323	7.07680366768724	7.08658538562673	7.14833856594233	7.07288753621291	6.74607057294332	6.04527101359497	6.32425510671005	6.05628828626007	7.11227120298181	6.99853548424817	6.76790187635458	7.19930940551653	7.08612225432002	7.18824381095142	6.15036081830499	6.1374455407231	6.04098610805107	6.31178188462113	6.40546809759029	6.37846075961379
RHAL1_00188	576	 	 	Nucleoside 2-deoxyribosyltransferase			no KO assigned 	4.78079825831157	5.1420290362465	5.1732304860639	5.0586573598231	4.79135588643953	4.71379556867701	4.95653811413348	5.28713724145633	5.32577158456897	5.28707155851891	5.31145535061345	5.2628303139682	5.13848706187222	5.1654509209308	4.87183517853395	5.04389212392166	5.35120907238254	5.28997636132022	5.46620278683058	5.27775239321431	5.34979597188393	5.35057347153509	5.32136964983453	5.11687839414437	5.06035767813111	5.17761486149139	5.07800293839193	5.15822801978906
RHAL1_00189	420	 	3.1.2.-	putative enzyme	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	K10806 acyl-CoA thioesterase YciA [EC:3.1.2.-] 	5.40400821670555	5.33306444877205	5.53494946652309	6.51578132697107	5.66067306528775	5.71175809036929	5.77598518335678	6.05504708429162	5.73034885863435	5.75554283875004	5.71368284185079	5.55207973788929	5.80711658400129	6.24183215711498	6.378392632755	6.1017693209712	5.66849817193134	5.7534005152362	5.96903295118982	5.6573860869925	6.01619443587172	6.08521662218101	6.03288250145675	6.19236939446309	6.22928720020384	6.60261256235814	6.61775535440226	6.73944813574872
RHAL1_00190	234	 	 	protein of unknown function			no KO assigned 	4.94500968200768	5.23263997612874	5.67506371389874	7.23902781153597	5.93599924414867	5.69753639501007	6.02728274984756	5.51431048535717	5.60410739360037	5.80735074561304	5.47665901392002	5.57541164176644	5.40926892845803	5.64190520000051	5.54088145282997	5.67026186751488	5.72066156827721	5.71893717740251	5.67962793131799	5.63793066762811	5.64221833274078	5.72541597488802	5.29644596252112	5.61104597446152	6.03740580776507	6.88570506835469	6.72268599677372	6.7695315782839
RHAL1_00191	1335	 	 	FAD-dependent oxidoreductase	K07222	putative flavoprotein involved in K+ transport	K07222 putative flavoprotein involved in K+ transport 	5.83399114069284	5.968005639452	6.03621555138083	10.1185284154709	8.59369878741169	8.3887283806636	8.9435845067202	5.9696793984411	6.00674395854775	5.99869653227013	5.90373497240392	6.00742236518492	5.80711658400129	6.06330191108241	6.03256527941517	5.91488619678145	6.05992258789912	6.24688768990327	6.16271311164118	6.13086492519563	6.02370480231721	6.22283786413192	6.41764596577147	6.44797993276298	6.52862944153304	6.17613784571869	6.13872513699415	6.11640091843341
RHAL1_00192	288	 	 	MSMEG_0570 family protein			no KO assigned 	1.02311313370478	1.31231878351853	0.923100607213568	6.50403552322167	5.14253116545865	5.01841285273724	5.81615475666437	0.595520753561543	0.671675908175172	0.976046586958417	1.57080511072966	0.648509984624603	1.4964215543135	1.46836159912759	2.1721949431085	1.59919125283586	1.73770652357395	1.30993801313991	1.09378213791646	1.15391059706819	1.5165201367301	0.640788805550418	1.8066233903141	1.46929465643602	1.31109097451029	2.1898112548415	0.803001596574525	0.954083879639664
RHAL1_00193	972	 	 	hypothetical protein	K07123	uncharacterized protein	K07123 uncharacterized protein 	2.19945656771407	1.90623813306461	1.67703392334859	7.24993744781271	6.45285694970504	6.42248061901784	6.90580339476858	1.525002359779	2.15374481522655	2.22746674968769	1.93654266481139	1.41160971547579	1.95303352792314	1.54502160540806	2.25333933151755	1.90051485822499	2.17940306846189	2.67132469425273	2.7417012828258	1.98040453141034	1.90602567618693	2.20770964961662	1.62279810388941	1.95468592809403	1.95177570886899	1.41223585117978	2.56593186714806	1.69211182603908
RHAL1_00194	546	 	 	hypothetical protein			no KO assigned 	0.97969349288485	0.957025561056842	0.671293319511536	6.6894121019888	5.69162607110874	5.72163051430306	6.06545923771418	1.92185820175029	1.40144176665759	1.41503074464076	1.09969534980098	1.12881864623932	1.03828019283241	1.301620050828	2.38520780533704	1.47946621621693	2.11634464638586	1.71933501231565	1.38084694667488	1.23148277440754	1.20917886004668	1.06985498688839	1.14055314969009	0.488524642245595	1.80789087118612	1.16289095181918	1.05074219447388	1.83500205008481
RHAL1_00195	1191	 	 	Radical SAM protein			no KO assigned 	3.16856993094664	2.50481670716217	2.6502922551078	7.78600395266072	7.1514364852408	6.97819844814068	7.37872394311401	2.7810010724841	2.52398534704741	2.73517825711008	2.83558315051562	2.77597050763286	2.48778828497634	2.89692563335658	2.77694140463776	2.8503794387109	2.78379284534299	3.02479786118508	3.11109992636585	2.89709450588307	2.94012795283321	2.67232268330867	2.99777579204544	2.42032497888937	2.91466740365132	3.01798684567376	2.95858757584999	2.75506333789208
RHAL1_00196	1014	 	3.5.5.1	Nitrilase 3	K01502	aliphatic nitrilase [EC:3.5.5.7]	K01501 nitrilase [EC:3.5.5.1] 	3.68005788268101	3.31503599792421	3.82073063338136	7.90222380422402	7.61308159086774	7.50953818079163	7.73703081649167	3.63759281474855	3.82922762862714	4.1513305706285	3.74464596913827	3.865102068705	3.39756276817841	3.65337002808069	3.79645773009949	3.49485421674233	4.10317242577206	3.94058184439265	4.02387501936412	4.39450490646915	4.34942857947742	4.14326299872885	3.70993738808954	3.83283273625733	3.72820247344695	3.63579384519927	3.37187251083818	3.46216225207429
RHAL1_00197	483	 	 	hypothetical protein			no KO assigned 	4.9576531699402	3.0471557116592	3.532411887052	10.2169017329521	9.68910301129434	9.73112072759434	9.91701856107162	2.81013073618923	2.71884179640846	2.50354234855775	2.89984180766618	3.14018772997089	2.65443820727105	2.68178098372509	2.66276283335648	2.28078765243027	2.99133086873175	3.2560360462572	3.56330000156721	2.95541428434734	2.46499621455438	3.38195518609771	2.65847282905789	2.77178343156688	2.98326563616739	3.08236139739125	3.52537329300535	3.39276554155341
RHAL1_00198	1383	gntR	 	putative transcriptional regulator			no KO assigned 	4.78553380003261	3.74261460726648	3.88144680012098	4.65727648887334	5.19231372797656	5.34470939010373	5.14660197825302	4.44880778644721	4.375693281593	4.08641027933058	4.70349483789601	4.66620941502401	4.732156785974	4.78043213941648	5.11918632897722	4.97269727678378	4.68425023293708	4.89484133278945	4.87535940244009	4.45639631371636	4.3993584709523	4.83143246656371	5.18619063893155	5.29156925607377	5.1853275611596	4.95501288267866	5.02427327460676	5.28907591011979
RHAL1_00199	669	 	 	hypothetical protein			no KO assigned 	2.78927296262322	1.41365028098519	2.55765287776886	3.25566174713671	3.61318459995369	3.54754280460826	3.16241412489511	2.91441036554018	2.87634357081021	3.0176970628358	3.00981216555667	3.0351207206576	2.45627183802239	2.69865855656144	2.52248844254968	2.69331014180693	2.58076571459632	2.90046009613871	3.198900262719	3.16763761729624	3.09787113622592	2.88061136632129	3.04509329635555	3.07959606521269	2.27730425243569	2.31756298461915	2.53009544257827	2.19440099847083
RHAL1_00200	1128	 	 	hypothetical protein	K12204	defect in organelle trafficking protein DotC	K12204 defect in organelle trafficking protein DotC 	3.32854677063823	4.13272046186469	4.07583878393666	4.35839665127493	3.73187961493269	3.61568286086423	3.81063830539058	4.20468683251443	4.20515498821499	3.90411279432229	3.75099438966684	3.8432995320663	3.66902285700459	3.51093590103967	3.49658944378073	3.78310470168513	4.1193434635846	3.97018715056232	3.72188322516909	4.20559216667001	4.10583944835072	4.23576467374591	3.66304363113584	3.48355630627792	3.57857386830928	3.91870807324119	3.89647367690412	3.98025893751051
RHAL1_00201	927	 	 	Intracellular multiplication protein IcmK	K12213	intracellular multiplication protein IcmK	K12213 intracellular multiplication protein IcmK 	3.10432062932622	2.59387302351462	2.8015900207233	3.91799026319636	3.7473342913421	3.32878334304242	3.66522964725815	3.58799848186346	3.29838364347779	3.48351254422501	3.65946898452105	3.44045561354912	3.74923449962144	3.63009757160858	3.59326907216124	3.77253056119023	3.54012385692443	3.48292806991875	3.35484517600233	3.46125556832234	3.28449633372697	3.25848704934027	3.22022042343398	3.5623087811937	3.2290579092389	3.60482060040509	3.09973887211886	3.24307590283448
RHAL1_00202	1059	 	 	hypothetical protein	K12209	intracellular multiplication protein IcmE	K12209 intracellular multiplication protein IcmE 	3.87927542437631	3.29746654626401	3.58551527994004	4.48546931837355	3.817344663981	3.85488328157386	3.99234830196667	3.96995381262215	3.89733449722754	4.00739775195313	3.7254313534339	3.40120064162839	3.53464723178811	4.21315949693296	4.12764812226356	4.24597035240401	4.52746706622355	4.19857014982446	4.11697456235519	4.42371826959802	4.11289845001396	4.21143803151666	4.12607886945947	3.98520711275285	4.07407923338964	4.0895268070725	3.700829498353	3.96120884777774
RHAL1_00203	1356	 	 	hypothetical protein			K11913 type VI secretion system protein 	3.08396183180848	3.37489691289702	3.30433511261675	4.08498087463861	3.73187961493269	3.63372123740345	3.43785793183883	3.54965085446604	3.55517503898118	3.4513081781649	3.42152914428977	3.44045561354912	3.68270500094679	3.43910344386229	3.37494407928428	3.37694848420624	3.87774760719848	3.78639618816574	3.54554621957886	3.66372382505056	3.50978494379079	3.55212523934353	3.36576157942336	3.25161495112448	2.81781421074269	3.52103283411449	2.91756797132278	3.32359532035987
RHAL1_00204	1338	 	 	Type VI secretion protein	K11893	type VI secretion system protein ImpJ	K11893 type VI secretion system protein ImpJ 	6.72092329834637	7.07097656420172	6.81298548531805	7.9075023121443	7.35807755234223	7.10159818637394	7.25075787049486	8.17582998476216	8.44892789266524	8.35997138700384	7.75719893600638	7.87934439677194	7.46394111035601	6.82728348773474	6.79987769512865	7.36551501527263	7.43384279059235	7.4225150273882	7.45550336689826	7.50775593791523	7.48744754117039	7.52146687093529	6.92276002606136	6.69568206219257	7.12864147718477	7.81831391884198	7.5477828037982	7.36541894118417
RHAL1_00205	1479	 	 	hypothetical protein	K11892	type VI secretion system protein ImpK	K11892 type VI secretion system protein ImpK 	3.87927542437631	3.70312766413574	3.86435848810318	5.22009045398587	4.58033021731596	4.33819844642593	4.42616385803479	3.99870558484643	4.08117850225179	4.02208927898901	3.78850921903754	3.97278127729054	3.96987140625961	3.48522691980524	3.78285603554676	3.84900356650735	4.27901965796937	4.17050640264539	4.08045247918437	4.02675223733427	3.68104394118764	3.82834113300911	3.65435127836713	3.27381014491134	3.50270901003228	4.35821621258845	4.16241406541379	4.48257688203731
RHAL1_00206	2700	 	 	hypothetical protein	K11891	type VI secretion system protein ImpL	K11891 type VI secretion system protein ImpL 	8.02907557530378	8.29936538227158	8.06778801251262	9.36519427947638	8.57252598088542	8.35288006829957	8.45299239053548	9.20447131004711	9.30466441487385	9.11326649639789	8.64455585672552	8.82788151852345	8.31012718346204	7.19701642772505	7.14904199488311	7.42377754271692	8.87386898574886	8.8371631686085	8.82373116656747	8.5654863695748	8.56899161535858	8.61590104096273	7.29230570305936	7.04125403376618	7.28514608330691	7.52681100712111	7.42266017508512	7.38899892443642
RHAL1_00207	1410	 	 	Type VI secretion system protein ImpM	K11890|K20074	type VI secretion system protein ImpM|PPM family protein phosphatase [EC:3.1.3.16] 	no KO assigned 	5.89807315779382	6.80874718728538	6.33880535859801	7.92722642576539	6.69723859853621	6.72132074044015	6.94413694567779	6.8039441174985	6.61795861146096	6.56691122966473	6.37217009057451	6.44514727367321	6.08210213087027	5.0397308244953	5.18788193958478	5.32430769956313	6.87375800168798	6.89729115701652	6.68061993249765	5.83097518906046	5.83809918480811	5.86563387270665	4.9997664549542	4.72619384460458	4.69719040660288	5.83949169343368	5.7666774911469	5.82980478200419
RHAL1_00208	1134	 	 	hypothetical protein			no KO assigned 	5.02193804963584	5.68856085604146	5.45587464769689	6.21800282724044	5.75798036211594	5.70608622434246	5.80230922720148	5.26363821839129	5.0671657691784	5.11957736057073	4.92459937952679	5.18117575560719	4.55999124191515	4.14090358571535	3.55377018430119	4.45747088277436	5.90219015822115	5.80542548907285	5.7227251030626	4.72131081379877	4.64069780706514	5.04904575013571	3.77553564474665	3.48355630627792	3.57857386830928	4.88196890267193	4.67636727915918	4.66435457185857
RHAL1_00209	981	 	 	Type VI secretion system protein ImpH	K11895	type VI secretion system protein ImpH	K11895 type VI secretion system protein ImpH 	3.30675065249737	4.03538744225874	3.87292794473802	4.68212820984007	3.31434160359983	3.64562272881394	3.7470112184509	3.52789777620407	3.28773829206978	3.13046506001752	3.30555633349355	3.32458841889824	3.27043869685193	3.76974754314808	3.69117455801301	3.69625855674441	3.65551048872658	3.56282848148104	3.57647341647652	2.83631751823961	3.40441334450373	3.10847710734052	3.37107642047678	3.22907295219666	3.35520836634835	3.61728980699386	3.57458025223184	3.72188299222989
RHAL1_00210	1803	 	 	hypothetical protein	K11896	type VI secretion system protein ImpG	K11896 type VI secretion system protein ImpG 	3.28015305811601	3.81231448482463	3.76196747630392	3.40552557393478	3.60755022895711	3.49588350008145	3.68044800034277	3.53227471058485	3.44930015785036	3.20960898874134	3.69940718405398	3.66005612280478	3.40858277311242	3.9164318744081	3.98050088495186	3.9998620458225	3.85860895937011	4.10677455813014	4.07736682417991	3.68456182629822	3.81259650343282	3.85998581891127	3.55977257063593	3.71205302495768	3.87984335615273	4.66190101868849	4.11179211148863	4.37872388864552
RHAL1_00211	462	 	 	hypothetical protein	K11897	type VI secretion system protein ImpF	K11897 type VI secretion system protein ImpF 	0.320781948900342	1.62561527595225	0.504838964931884	1.81316247582092	0.634785154213586	0.905676437157784	1.1764727413777	1.47130675012514	0.604636861461555	0.558994326111944	1.01782522574597	1.30929649288348	0.573516816529623	1.42844788062293	2.52248844254968	1.93884918381791	1.59080639953636	1.80944448864571	1.04407129681939	0.573029886258861	1.23528976485796	1.15977937913163	1.30508256215493	1.36976787162624	1.42507948033313	2.3021991163823	2.2725648190274	1.63315176288439
RHAL1_00212	807	 	 	Type VI secretion system protein ImpE	K11898	type VI secretion system protein ImpE	K11898 type VI secretion system protein ImpE 	3.02110273000077	2.91513971699032	3.09320506317449	2.92504231914971	3.23616724388465	2.97973370529373	2.84886498906152	3.1203126377082	3.03751994376532	3.0176970628358	2.80540089317806	2.94245292053786	3.0204331803868	3.57021902569915	3.77600679537533	3.41007195293116	3.24329686496244	3.61790082696198	3.3900899676005	2.47092525094774	3.36947308110771	2.99089420563188	3.48820672171116	2.84031247266263	3.63177743783765	3.50769930985706	3.57017560323099	3.7582063881872
RHAL1_00213	1443	 	 	Type VI secretion system protein ImpD	K11899	type VI secretion system protein ImpD	K11899 type VI secretion system protein ImpD 	3.62475671549685	3.50305724877573	3.37239725756448	3.9276147634821	4.23414706564869	3.98704543240725	4.24610378963631	4.06968019599732	3.91473552061461	3.78856944140152	4.039921617984	3.67658990874843	3.81283077605764	4.93798121452236	5.21345613396721	4.88215277872849	3.7134732516624	4.01506523645484	3.8825354122782	4.21993769789969	4.38485173073208	4.2997982399666	4.68038663795289	4.77563947391053	4.95612889638342	4.97936674375284	4.8444606612824	5.10714864082629
RHAL1_00214	1491	 	 	EvpB family type VI secretion protein	K11900	type VI secretion system protein ImpC	K11900 type VI secretion system protein ImpC 	5.26850072388294	4.8085061748771	4.73470533267526	5.76839029481557	5.80550949690672	5.90732949511684	5.72552362610114	5.6443411390243	5.7928525796804	5.73896376437505	5.39894940052751	5.50425247337426	5.58712231446294	6.51149295116426	6.59526141290064	6.42676195913077	5.4343497728341	5.36247006057547	5.39363247510351	5.81688786579298	5.64951848776416	5.54805461023089	6.3020588869174	6.24176426537572	6.64671266659339	6.75215189002798	6.78149952450158	6.89372546414685
RHAL1_00215	510	 	 	Type VI secretion system-associated protein	K11901	type VI secretion system protein ImpB	K11901 type VI secretion system protein ImpB 	3.9568956965994	3.14863169104337	3.48288797754857	5.25491193388837	4.25592111174878	4.29728830991311	4.50947813851549	4.21561404613907	4.91465217572473	4.26685922022203	3.75415815474843	4.12811640578136	4.4062939982892	5.78903206645776	5.94061785216979	5.56451541514046	3.24329686496244	3.6467067947683	3.31348203970814	4.41127062003815	4.52903220298604	4.19380724049132	5.326850256286	5.39391174441672	5.81603100533347	5.97040038202931	6.59028528261476	6.64113146600961
RHAL1_00216	1152	 	 	hypothetical protein	K11902	type VI secretion system protein ImpA	K11902 type VI secretion system protein ImpA 	4.44993243537564	3.72957201055388	4.04583681514335	4.60024524813167	4.31588731257963	4.65906954996272	4.53481878352435	4.90374068306665	4.59447360665838	4.65873609353206	4.5444746642141	4.67446480884203	4.43621898100168	6.37597574417553	6.52448956431492	6.17906732360493	4.86933542020466	4.75443507998168	4.73359447092561	4.69758760391408	4.92964747008682	4.99102170997346	6.03873880219598	6.37414008097586	6.51389038071514	7.20099486085941	7.36629699533414	7.33290412608695
RHAL1_00217	2748	clpV	 	Protein ClpV1	K11907	type VI secretion system protein VasG	K11907 type VI secretion system protein VasG 	6.19478929317031	5.78469684673087	5.73387374284984	6.79264551779289	6.51737820089873	6.27032770863672	6.50648892922951	7.15949678767581	7.37118218477387	7.03771795742808	6.56555460483846	6.55262097571108	6.26754158495679	7.20909143987366	7.21636291971929	7.30590056107415	6.3720012135415	6.18089594831772	6.29477711827399	6.93810859147409	6.81190336039503	6.65071686886604	7.04459353976656	6.65186593240446	7.21833404506866	7.61843760081376	7.63260706372466	7.58392917659045
